[33mWARN[0m[2024-07-19 04:39:45] not enable search                            
[36mINFO[0m[2024-07-19 04:39:45] using aria2 version: 1.37.0                  
[GIN] 2024/07/19 - 04:40:59 | 200 |     184.818µs |   192.166.82.10 | GET      "/"
[GIN] 2024/07/19 - 04:41:00 | 200 |  314.501987ms |   192.166.82.10 | GET      "/assets/index.a0597adf.js"
[GIN] 2024/07/19 - 04:41:00 | 200 |     152.416µs |   192.166.82.10 | GET      "/assets/index.15d8d646.css"
[GIN] 2024/07/19 - 04:41:02 | 200 |     948.479µs |   192.166.82.10 | GET      "/api/public/settings"
[GIN] 2024/07/19 - 04:41:02 | 200 |     282.989µs |   192.166.82.10 | GET      "/assets/entry.f38d7477.js"
[GIN] 2024/07/19 - 04:41:03 | 200 |     451.906µs |   192.166.82.10 | GET      "/api/me"
[GIN] 2024/07/19 - 04:41:03 | 200 |     120.404µs |   192.166.82.10 | GET      "/assets/index.38ca2fa0.js"
[GIN] 2024/07/19 - 04:41:04 | 200 |      70.156µs |   192.166.82.10 | GET      "/static/manifest.json"
[GIN] 2024/07/19 - 04:41:04 | 200 |      75.477µs |   192.166.82.10 | GET      "/assets/webauthn-json.browser-ponyfill.1c672167.js"
[GIN] 2024/07/19 - 04:41:04 | 200 |      40.569µs |   192.166.82.10 | GET      "/assets/useTitle.3f4acbac.js"
[GIN] 2024/07/19 - 05:27:43 | 200 |     2.44424ms |   192.166.82.10 | GET      "/"
[GIN] 2024/07/19 - 05:27:44 | 200 |    1.522874ms |   192.166.82.10 | GET      "/assets/index.15d8d646.css"
[GIN] 2024/07/19 - 05:27:44 | 200 |    10.53999ms |   192.166.82.10 | GET      "/assets/index.a0597adf.js"
[GIN] 2024/07/19 - 05:27:46 | 200 |     477.326µs |   192.166.82.10 | GET      "/assets/entry.f38d7477.js"
[GIN] 2024/07/19 - 05:27:46 | 200 |    1.857702ms |   192.166.82.10 | GET      "/api/public/settings"
[GIN] 2024/07/19 - 05:27:47 | 200 |     584.072µs |   192.166.82.10 | GET      "/api/me"
[GIN] 2024/07/19 - 05:27:47 | 200 |     327.425µs |   192.166.82.10 | GET      "/assets/webauthn-json.browser-ponyfill.1c672167.js"
[GIN] 2024/07/19 - 05:27:47 | 200 |     251.968µs |   192.166.82.10 | GET      "/assets/index.38ca2fa0.js"
[GIN] 2024/07/19 - 05:27:47 | 200 |      154.88µs |   192.166.82.10 | GET      "/assets/useTitle.3f4acbac.js"
[GIN] 2024/07/19 - 05:34:45 | 200 |  266.389122ms |   192.166.82.10 | POST     "/api/auth/login/hash"
[GIN] 2024/07/19 - 05:34:45 | 200 |     868.605µs |   192.166.82.10 | GET      "/api/me"
[GIN] 2024/07/19 - 05:34:46 | 200 |     371.761µs |   192.166.82.10 | GET      "/assets/index.0ece6518.js"
[GIN] 2024/07/19 - 05:34:46 | 200 |     179.638µs |   192.166.82.10 | GET      "/assets/FolderTree.1124b2c9.js"
[GIN] 2024/07/19 - 05:34:46 | 200 |   26.454707ms |   192.166.82.10 | GET      "/assets/Layout.1eb03db6.js"
[GIN] 2024/07/19 - 05:34:46 | 200 |      57.922µs |   192.166.82.10 | GET      "/assets/index.244b91b4.js"
[31mERRO[0m[2024-07-19 05:34:46] failed list /: storage not found; please add a storage first
failed get storage 
[GIN] 2024/07/19 - 05:34:46 | 200 |   52.121731ms |   192.166.82.10 | POST     "/api/fs/get"
[GIN] 2024/07/19 - 05:34:46 | 200 |      79.795µs |   192.166.82.10 | GET      "/api/public/offline_download_tools"
[31mERRO[0m[2024-07-19 05:34:47] failed list /: storage not found; please add a storage first
failed get storage 
[GIN] 2024/07/19 - 05:34:47 | 200 |     834.088µs |   192.166.82.10 | POST     "/api/fs/list"
[GIN] 2024/07/19 - 05:34:50 | 200 |      94.753µs |   192.166.82.10 | GET      "/api/me"
[GIN] 2024/07/19 - 05:34:50 | 200 |     184.357µs |   192.166.82.10 | GET      "/assets/index.d30e332e.js"
[GIN] 2024/07/19 - 05:34:50 | 200 |     393.643µs |   192.166.82.10 | GET      "/assets/index.811083a7.js"
[GIN] 2024/07/19 - 05:34:51 | 200 |     287.127µs |   192.166.82.10 | GET      "/assets/Profile.c478d5d3.js"
[GIN] 2024/07/19 - 05:35:05 | 200 |    1.786194ms |   192.166.82.10 | POST     "/api/me/update"
[GIN] 2024/07/19 - 05:35:13 | 200 |     524.888µs |   192.166.82.10 | POST     "/api/auth/login/hash"
[GIN] 2024/07/19 - 05:35:14 | 200 |      87.048µs |   192.166.82.10 | GET      "/api/me"
[GIN] 2024/07/19 - 05:35:17 | 200 |     167.695µs |   192.166.82.10 | GET      "/assets/Storages.88044050.js"
[GIN] 2024/07/19 - 05:35:17 | 200 |     144.961µs |   192.166.82.10 | GET      "/assets/DeletePopover.32d3d7a0.js"
[GIN] 2024/07/19 - 05:35:17 | 200 |      1.3975ms |   192.166.82.10 | GET      "/api/admin/storage/list"
[GIN] 2024/07/19 - 05:35:17 | 200 |     221.439µs |   192.166.82.10 | GET      "/api/admin/driver/names"
[GIN] 2024/07/19 - 05:35:18 | 200 |     156.423µs |   192.166.82.10 | GET      "/assets/ResponsiveGrid.8be02395.js"
[GIN] 2024/07/19 - 05:35:18 | 200 |     141.514µs |   192.166.82.10 | GET      "/assets/AddOrEdit.ab21a931.js"
[GIN] 2024/07/19 - 05:35:18 | 200 |      24.397µs |   192.166.82.10 | GET      "/assets/item_type.be442da4.js"
[GIN] 2024/07/19 - 05:35:19 | 200 |    5.109278ms |   192.166.82.10 | GET      "/api/admin/driver/list"
